Assets under management,Brokers,City,Cost ratio,Date,Educational qualifications,Gender,ID,Insurer,People,Policy tenuer,Premium,Premium 1,Profitability,Sahreholding pattern,Stakeholder,Age,Calculation1,Calculation2,Value Created,Zero
Equity,Puja,Goa,Opex ratio,20-07-2014,CA/CS,Female,14345.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,37199613.4285714,37199613.4285714,37199613.4285714,0
Equity,Puja,Goa,Opex ratio,27-07-2014,CA/CS,Female,14355.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,37234029.4285714,37234029.4285714,37234029.4285714,0
Equity,Puja,Goa,Opex ratio,15-11-2022,CA/CS,Female,13383.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34048091.1428571,34048091.1428571,34048091.1428571,0
Equity,Puja,Goa,Opex ratio,22-11-2022,CA/CS,Female,13394.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34082507.1428571,34082507.1428571,34082507.1428571,0
Equity,Puja,Goa,Opex ratio,02-12-2022,CA/CS,Female,13409.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34131672.8571428,34131672.8571428,34131672.8571428,0
Equity,Puja,Goa,Opex ratio,09-12-2022,CA/CS,Female,13419.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34166088.8571428,34166088.8571428,34166088.8571428,0
Equity,Puja,Goa,Opex ratio,16-12-2022,CA/CS,Female,13430.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34200504.8571428,34200504.8571428,34200504.8571428,0
Equity,Puja,Goa,Opex ratio,26-12-2022,CA/CS,Female,13445.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34249670.5714286,34249670.5714286,34249670.5714286,0
Equity,Puja,Goa,Opex ratio,02-01-2023,CA/CS,Female,13455.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34284086.5714286,34284086.5714286,34284086.5714286,0
Equity,Puja,Goa,Opex ratio,09-01-2023,CA/CS,Female,13466.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34318502.5714286,34318502.5714286,34318502.5714286,0
Equity,Puja,Goa,Opex ratio,19-01-2023,CA/CS,Female,13481.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34367668.2857143,34367668.2857143,34367668.2857143,0
Equity,Puja,Goa,Opex ratio,26-01-2023,CA/CS,Female,13491.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34402084.2857143,34402084.2857143,34402084.2857143,0
Equity,Puja,Goa,Opex ratio,02-02-2023,CA/CS,Female,13502.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34436500.2857143,34436500.2857143,34436500.2857143,0
Equity,Puja,Goa,Opex ratio,12-02-2023,CA/CS,Female,13517.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34485666,34485666,34485666,0
Equity,Puja,Goa,Opex ratio,19-02-2023,CA/CS,Female,13527.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34520082,34520082,34520082,0
Equity,Puja,Goa,Opex ratio,26-02-2023,CA/CS,Female,13538.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34554498,34554498,34554498,0
Equity,Puja,Goa,Opex ratio,08-03-2023,CA/CS,Female,13553.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34603663.7142857,34603663.7142857,34603663.7142857,0
Equity,Puja,Goa,Opex ratio,15-03-2023,CA/CS,Female,13563.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34638079.7142857,34638079.7142857,34638079.7142857,0
Equity,Puja,Goa,Opex ratio,22-03-2023,CA/CS,Female,13574.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34672495.7142857,34672495.7142857,34672495.7142857,0
Equity,Puja,Goa,Opex ratio,01-04-2023,CA/CS,Female,13589.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34721661.4285714,34721661.4285714,34721661.4285714,0
Equity,Puja,Goa,Opex ratio,08-04-2023,CA/CS,Female,13599.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34756077.4285714,34756077.4285714,34756077.4285714,0
Equity,Puja,Goa,Opex ratio,15-04-2023,CA/CS,Female,13610.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34790493.4285714,34790493.4285714,34790493.4285714,0
Equity,Puja,Goa,Opex ratio,25-04-2023,CA/CS,Female,13625.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34839659.1428571,34839659.1428571,34839659.1428571,0
Equity,Puja,Goa,Opex ratio,02-05-2023,CA/CS,Female,13635.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34874075.1428571,34874075.1428571,34874075.1428571,0
Equity,Puja,Goa,Opex ratio,09-05-2023,CA/CS,Female,13646.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34908491.1428571,34908491.1428571,34908491.1428571,0
Equity,Puja,Goa,Opex ratio,19-05-2023,CA/CS,Female,13661.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34957656.8571428,34957656.8571428,34957656.8571428,0
Equity,Puja,Goa,Opex ratio,26-05-2023,CA/CS,Female,13671.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,34992072.8571428,34992072.8571428,34992072.8571428,0
Equity,Puja,Goa,Opex ratio,02-06-2023,CA/CS,Female,13682.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35026488.8571428,35026488.8571428,35026488.8571428,0
Equity,Puja,Goa,Opex ratio,12-06-2023,CA/CS,Female,13697.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35075654.5714286,35075654.5714286,35075654.5714286,0
Equity,Puja,Goa,Opex ratio,19-06-2023,CA/CS,Female,13707.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35110070.5714286,35110070.5714286,35110070.5714286,0
Equity,Puja,Goa,Opex ratio,26-06-2023,CA/CS,Female,13718.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35144486.5714286,35144486.5714286,35144486.5714286,0
Equity,Puja,Goa,Opex ratio,06-07-2023,CA/CS,Female,13733.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35193652.2857143,35193652.2857143,35193652.2857143,0
Equity,Puja,Goa,Opex ratio,13-07-2023,CA/CS,Female,13743.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35228068.2857143,35228068.2857143,35228068.2857143,0
Equity,Puja,Goa,Opex ratio,20-07-2023,CA/CS,Female,13754.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35262484.2857143,35262484.2857143,35262484.2857143,0
Equity,Puja,Goa,Opex ratio,30-07-2023,CA/CS,Female,13769.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35311650,35311650,35311650,0
Equity,Puja,Goa,Opex ratio,06-08-2023,CA/CS,Female,13779.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35346066,35346066,35346066,0
Equity,Puja,Goa,Opex ratio,13-08-2023,CA/CS,Female,13790.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35380482,35380482,35380482,0
Equity,Puja,Goa,Opex ratio,23-08-2023,CA/CS,Female,13805.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35429647.7142857,35429647.7142857,35429647.7142857,0
Equity,Puja,Goa,Opex ratio,30-08-2023,CA/CS,Female,13815.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35464063.7142857,35464063.7142857,35464063.7142857,0
Equity,Puja,Goa,Opex ratio,06-09-2023,CA/CS,Female,13826.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35498479.7142857,35498479.7142857,35498479.7142857,0
Equity,Puja,Goa,Opex ratio,16-09-2023,CA/CS,Female,13841.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35547645.4285714,35547645.4285714,35547645.4285714,0
Equity,Puja,Goa,Opex ratio,23-09-2023,CA/CS,Female,13851.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35582061.4285714,35582061.4285714,35582061.4285714,0
Equity,Puja,Goa,Opex ratio,30-09-2023,CA/CS,Female,13862.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35616477.4285714,35616477.4285714,35616477.4285714,0
Equity,Puja,Goa,Opex ratio,10-10-2023,CA/CS,Female,13877.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35665643.1428571,35665643.1428571,35665643.1428571,0
Equity,Puja,Goa,Opex ratio,17-10-2023,CA/CS,Female,13887.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35700059.1428571,35700059.1428571,35700059.1428571,0
Equity,Puja,Goa,Opex ratio,24-10-2023,CA/CS,Female,13898.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35734475.1428571,35734475.1428571,35734475.1428571,0
Equity,Puja,Goa,Opex ratio,03-11-2023,CA/CS,Female,13913.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35783640.8571428,35783640.8571428,35783640.8571428,0
Equity,Puja,Goa,Opex ratio,10-11-2023,CA/CS,Female,13923.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35818056.8571428,35818056.8571428,35818056.8571428,0
Equity,Puja,Goa,Opex ratio,17-11-2023,CA/CS,Female,13934.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35852472.8571428,35852472.8571428,35852472.8571428,0
Equity,Puja,Goa,Opex ratio,27-11-2023,CA/CS,Female,13949.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35901638.5714286,35901638.5714286,35901638.5714286,0
Equity,Puja,Goa,Opex ratio,04-12-2023,CA/CS,Female,13959.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35936054.5714286,35936054.5714286,35936054.5714286,0
Equity,Puja,Goa,Opex ratio,11-12-2023,CA/CS,Female,13970.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,35970470.5714286,35970470.5714286,35970470.5714286,0
Equity,Puja,Goa,Opex ratio,21-12-2023,CA/CS,Female,13985.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,36019636.2857143,36019636.2857143,36019636.2857143,0
Equity,Puja,Goa,Opex ratio,28-12-2023,CA/CS,Female,13995.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,36054052.2857143,36054052.2857143,36054052.2857143,0
Equity,Puja,Goa,Opex ratio,04-01-2024,CA/CS,Female,14006.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,36088468.2857143,36088468.2857143,36088468.2857143,0
Equity,Puja,Goa,Opex ratio,14-01-2024,CA/CS,Female,14021.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,36137634,36137634,36137634,0
Equity,Puja,Goa,Opex ratio,21-01-2024,CA/CS,Female,14031.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,36172050,36172050,36172050,0
Equity,Puja,Goa,Opex ratio,28-01-2024,CA/CS,Female,14042.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,15,36206466,36206466,36206466,0
Equity,Puja,Goa,Opex ratio,03-08-2014,CA/CS,Female,14366.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37268445.4285714,37268445.4285714,37268445.4285714,0
Equity,Puja,Goa,Opex ratio,13-08-2014,CA/CS,Female,14381.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37317611.1428571,37317611.1428571,37317611.1428571,0
Equity,Puja,Goa,Opex ratio,20-08-2014,CA/CS,Female,14391.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37352027.1428571,37352027.1428571,37352027.1428571,0
Equity,Puja,Goa,Opex ratio,27-08-2014,CA/CS,Female,14402.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37386443.1428571,37386443.1428571,37386443.1428571,0
Equity,Puja,Goa,Opex ratio,06-09-2014,CA/CS,Female,14417.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37435608.8571428,37435608.8571428,37435608.8571428,0
Equity,Puja,Goa,Opex ratio,13-09-2014,CA/CS,Female,14427.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37470024.8571428,37470024.8571428,37470024.8571428,0
Equity,Puja,Goa,Opex ratio,20-09-2014,CA/CS,Female,14438.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37504440.8571428,37504440.8571428,37504440.8571428,0
Equity,Puja,Goa,Opex ratio,30-09-2014,CA/CS,Female,14453.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37553606.5714286,37553606.5714286,37553606.5714286,0
Equity,Puja,Goa,Opex ratio,07-10-2014,CA/CS,Female,14463.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37588022.5714286,37588022.5714286,37588022.5714286,0
Equity,Puja,Goa,Opex ratio,14-10-2014,CA/CS,Female,14474.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37622438.5714286,37622438.5714286,37622438.5714286,0
Equity,Puja,Goa,Opex ratio,24-10-2014,CA/CS,Female,14489.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37671604.2857143,37671604.2857143,37671604.2857143,0
Equity,Puja,Goa,Opex ratio,31-10-2014,CA/CS,Female,14499.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37706020.2857143,37706020.2857143,37706020.2857143,0
Equity,Puja,Goa,Opex ratio,07-11-2014,CA/CS,Female,14510.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37740436.2857143,37740436.2857143,37740436.2857143,0
Equity,Puja,Goa,Opex ratio,17-11-2014,CA/CS,Female,14525.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37789602,37789602,37789602,0
Equity,Puja,Goa,Opex ratio,24-11-2014,CA/CS,Female,14535.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37824018,37824018,37824018,0
Equity,Puja,Goa,Opex ratio,01-12-2014,CA/CS,Female,14546.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37858434,37858434,37858434,0
Equity,Puja,Goa,Opex ratio,11-12-2014,CA/CS,Female,14561.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37907599.7142857,37907599.7142857,37907599.7142857,0
Equity,Puja,Goa,Opex ratio,18-12-2014,CA/CS,Female,14571.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37942015.7142857,37942015.7142857,37942015.7142857,0
Equity,Puja,Goa,Opex ratio,25-12-2014,CA/CS,Female,14582.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,37976431.7142857,37976431.7142857,37976431.7142857,0
Equity,Puja,Goa,Opex ratio,04-01-2015,CA/CS,Female,14597.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38025597.4285714,38025597.4285714,38025597.4285714,0
Equity,Puja,Goa,Opex ratio,11-01-2015,CA/CS,Female,14607.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38060013.4285714,38060013.4285714,38060013.4285714,0
Equity,Puja,Goa,Opex ratio,18-01-2015,CA/CS,Female,14618.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38094429.4285714,38094429.4285714,38094429.4285714,0
Equity,Puja,Goa,Opex ratio,28-01-2015,CA/CS,Female,14633.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38143595.1428571,38143595.1428571,38143595.1428571,0
Equity,Puja,Goa,Opex ratio,04-02-2015,CA/CS,Female,14643.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38178011.1428571,38178011.1428571,38178011.1428571,0
Equity,Puja,Goa,Opex ratio,11-02-2015,CA/CS,Female,14654.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38212427.1428571,38212427.1428571,38212427.1428571,0
Equity,Puja,Goa,Opex ratio,21-02-2015,CA/CS,Female,14669.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38261592.8571428,38261592.8571428,38261592.8571428,0
Equity,Puja,Goa,Opex ratio,28-02-2015,CA/CS,Female,14679.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38296008.8571428,38296008.8571428,38296008.8571428,0
Equity,Puja,Goa,Opex ratio,07-03-2015,CA/CS,Female,14690.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38330424.8571428,38330424.8571428,38330424.8571428,0
Equity,Puja,Goa,Opex ratio,17-03-2015,CA/CS,Female,14705.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38379590.5714286,38379590.5714286,38379590.5714286,0
Equity,Puja,Goa,Opex ratio,24-03-2015,CA/CS,Female,14715.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38414006.5714286,38414006.5714286,38414006.5714286,0
Equity,Puja,Goa,Opex ratio,31-03-2015,CA/CS,Female,14726.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38448422.5714286,38448422.5714286,38448422.5714286,0
Equity,Puja,Goa,Opex ratio,10-04-2015,CA/CS,Female,14741.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38497588.2857143,38497588.2857143,38497588.2857143,0
Equity,Puja,Goa,Opex ratio,17-04-2015,CA/CS,Female,14751.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38532004.2857143,38532004.2857143,38532004.2857143,0
Equity,Puja,Goa,Opex ratio,24-04-2015,CA/CS,Female,14762.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38566420.2857143,38566420.2857143,38566420.2857143,0
Equity,Puja,Goa,Opex ratio,04-05-2015,CA/CS,Female,14777.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38615586,38615586,38615586,0
Equity,Puja,Goa,Opex ratio,11-05-2015,CA/CS,Female,14787.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38650002,38650002,38650002,0
Equity,Puja,Goa,Opex ratio,18-05-2015,CA/CS,Female,14798.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38684418,38684418,38684418,0
Equity,Puja,Goa,Opex ratio,28-05-2015,CA/CS,Female,14813.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38733583.7142857,38733583.7142857,38733583.7142857,0
Equity,Puja,Goa,Opex ratio,04-06-2015,CA/CS,Female,14823.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38767999.7142857,38767999.7142857,38767999.7142857,0
Equity,Puja,Goa,Opex ratio,11-06-2015,CA/CS,Female,14834.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38802415.7142857,38802415.7142857,38802415.7142857,0
Equity,Puja,Goa,Opex ratio,21-06-2015,CA/CS,Female,14849.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38851581.4285714,38851581.4285714,38851581.4285714,0
Equity,Puja,Goa,Opex ratio,28-06-2015,CA/CS,Female,14859.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38885997.4285714,38885997.4285714,38885997.4285714,0
Equity,Puja,Goa,Opex ratio,05-07-2015,CA/CS,Female,14870.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38920413.4285714,38920413.4285714,38920413.4285714,0
Equity,Puja,Goa,Opex ratio,15-07-2015,CA/CS,Female,14885.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,38969579.1428571,38969579.1428571,38969579.1428571,0
Equity,Puja,Goa,Opex ratio,22-07-2015,CA/CS,Female,14895.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39003995.1428571,39003995.1428571,39003995.1428571,0
Equity,Puja,Goa,Opex ratio,29-07-2015,CA/CS,Female,14906.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39038411.1428571,39038411.1428571,39038411.1428571,0
Equity,Puja,Goa,Opex ratio,08-08-2015,CA/CS,Female,14921.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39087576.8571428,39087576.8571428,39087576.8571428,0
Equity,Puja,Goa,Opex ratio,15-08-2015,CA/CS,Female,14931.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39121992.8571428,39121992.8571428,39121992.8571428,0
Equity,Puja,Goa,Opex ratio,22-08-2015,CA/CS,Female,14942.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39156408.8571428,39156408.8571428,39156408.8571428,0
Equity,Puja,Goa,Opex ratio,01-09-2015,CA/CS,Female,14957.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39205574.5714286,39205574.5714286,39205574.5714286,0
Equity,Puja,Goa,Opex ratio,08-09-2015,CA/CS,Female,14967.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39239990.5714286,39239990.5714286,39239990.5714286,0
Equity,Puja,Goa,Opex ratio,15-09-2015,CA/CS,Female,14978.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39274406.5714286,39274406.5714286,39274406.5714286,0
Equity,Puja,Goa,Opex ratio,25-09-2015,CA/CS,Female,14993.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39323572.2857143,39323572.2857143,39323572.2857143,0
Equity,Puja,Goa,Opex ratio,02-10-2015,CA/CS,Female,15003.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39357988.2857143,39357988.2857143,39357988.2857143,0
Equity,Puja,Goa,Opex ratio,09-10-2015,CA/CS,Female,15014.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39392404.2857143,39392404.2857143,39392404.2857143,0
Equity,Puja,Goa,Opex ratio,19-10-2015,CA/CS,Female,15029.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39441570,39441570,39441570,0
Equity,Puja,Goa,Opex ratio,26-10-2015,CA/CS,Female,15039.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39475986,39475986,39475986,0
Equity,Puja,Goa,Opex ratio,02-11-2015,CA/CS,Female,15050.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39510402,39510402,39510402,0
Equity,Puja,Goa,Opex ratio,12-11-2015,CA/CS,Female,15065.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39559567.7142857,39559567.7142857,39559567.7142857,0
Equity,Puja,Goa,Opex ratio,19-11-2015,CA/CS,Female,15075.833333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39593983.7142857,39593983.7142857,39593983.7142857,0
Equity,Puja,Goa,Opex ratio,26-11-2015,CA/CS,Female,15086.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39628399.7142857,39628399.7142857,39628399.7142857,0
Equity,Puja,Goa,Opex ratio,06-12-2015,CA/CS,Female,15101.333333331,Bancassurance partners,Employee adoption,Less than 1 year,Indivisual rated,Single premium,Net worth,FII,People,50,39677565.4285714,39677565.4285714,39677565.4285714,0
